Date(UTC),Pair,Side,Price,Quantity,Amount,Fee,Realized Profit
2021-05-01 12:14:49,BTSUSDT,BUY,0.12418000,450.00000000,55.8810000000 USDT,-0.0111762000 USDT,0.0000000000
2021-05-01 12:42:48,BZRXUSDT,SELL,0.83650000,66.00000000,55.2090000000 USDT,-0.0220836000 USDT,0.4263995000
2021-05-01 12:42:48,BZRXUSDT,SELL,0.83660000,37.00000000,30.9542000000 USDT,-0.0123816800 USDT,0.2427421400
2021-05-01 12:42:48,BZRXUSDT,SELL,0.83650000,298.00000000,249.2770000000 USDT,-0.0997108000 USDT,1.9252583500
2021-05-01 12:51:09,TRXUSDT,SELL,0.13024000,300.00000000,39.0720000000 USDT,-0.0078144000 USDT,0.0000000000
2021-05-01 13:00:45,SANDUSDT,BUY,0.60810000,91.00000000,55.3371000000 USDT,-0.0221348400 USDT,0.6597500000
2021-05-01 13:03:37,BZRXUSDT,SELL,0.83980000,66.00000000,55.4268000000 USDT,-0.0110853600 USDT,0.0000000000
2021-05-01 13:06:19,RENUSDT,BUY,0.98228000,56.00000000,55.0076800000 USDT,-0.0110015300 USDT,0.0000000000
2021-05-01 13:06:50,RSRUSDT,BUY,0.09297100,601.00000000,55.8755710000 USDT,-0.0111751100 USDT,0.0000000000
2021-05-01 13:06:55,RSRUSDT,BUY,0.09293800,601.00000000,55.8557380000 USDT,-0.0111711400 USDT,0.0000000000
2021-05-01 13:16:10,RENUSDT,BUY,0.97989000,57.00000000,55.8537300000 USDT,-0.0111707400 USDT,0.0000000000
2021-05-01 13:17:42,TRXUSDT,SELL,0.13024000,130.00000000,16.9312000000 USDT,-0.0033862400 USDT,0.0000000000
2021-05-01 13:28:45,SANDUSDT,SELL,0.60974000,91.00000000,55.4863400000 USDT,-0.0110972600 USDT,0.0000000000
2021-05-01 13:32:08,TRXUSDT,BUY,0.12960000,431.00000000,55.8576000000 USDT,-0.0111715200 USDT,0.2752000000
2021-05-01 13:37:46,BTSUSDT,BUY,0.12270000,455.00000000,55.8285000000 USDT,-0.0111657000 USDT,0.0000000000
2021-05-01 13:38:05,SANDUSDT,BUY,0.60589000,92.00000000,55.7418800000 USDT,-0.0111483700 USDT,0.3503500000
2021-05-01 13:39:14,BTSUSDT,BUY,0.12216000,457.00000000,55.8271200000 USDT,-0.0111654200 USDT,0.0000000000
2021-05-01 13:39:38,BTSUSDT,BUY,0.12199000,458.00000000,55.8714200000 USDT,-0.0111742800 USDT,0.0000000000
2021-05-01 13:40:01,SANDUSDT,BUY,0.60246000,92.00000000,55.4263200000 USDT,-0.0110852600 USDT,0.0000000000
2021-05-01 13:40:22,ENJUSDT,BUY,2.71948000,60.00000000,163.1688000000 USDT,-0.0652675200 USDT,1.1866000000
2021-05-01 13:49:54,RSRUSDT,BUY,0.09182400,608.00000000,55.8289920000 USDT,-0.0111657900 USDT,0.0000000000
2021-05-01 14:05:25,BTSUSDT,BUY,0.12174000,458.00000000,55.7569200000 USDT,-0.0111513800 USDT,0.0000000000
2021-05-01 14:05:28,TRXUSDT,BUY,0.12900000,433.00000000,55.8570000000 USDT,-0.0111714000 USDT,0.0000000000
2021-05-01 14:05:39,ENJUSDT,BUY,2.71545000,20.00000000,54.3090000000 USDT,-0.0108618000 USDT,0.0000000000
2021-05-01 14:09:47,RENUSDT,BUY,0.96848000,57.00000000,55.2033600000 USDT,-0.0110406700 USDT,0.0000000000
2021-05-01 14:10:26,BZRXUSDT,BUY,0.83140000,66.00000000,54.8724000000 USDT,-0.0219489600 USDT,0.5544000000
2021-05-01 14:12:04,SANDUSDT,BUY,0.59933000,93.00000000,55.7376900000 USDT,-0.0111475300 USDT,0.0000000000
2021-05-01 14:12:05,TRXUSDT,BUY,0.12841000,435.00000000,55.8583500000 USDT,-0.0111716700 USDT,0.0000000000
2021-05-01 14:12:06,RENUSDT,BUY,0.96564000,57.00000000,55.0414800000 USDT,-0.0110082900 USDT,0.0000000000
2021-05-01 14:12:08,SANDUSDT,BUY,0.59850000,93.00000000,55.6605000000 USDT,-0.0222642000 USDT,0.0000000000
2021-05-01 14:12:10,RENUSDT,BUY,0.96458000,57.00000000,54.9810600000 USDT,-0.0219924200 USDT,0.0000000000
2021-05-01 14:14:46,RENUSDT,BUY,0.96407000,57.00000000,54.9519900000 USDT,-0.0109903900 USDT,0.0000000000
2021-05-01 14:52:31,ENJUSDT,BUY,2.69030000,20.00000000,53.8060000000 USDT,-0.0107612000 USDT,0.0000000000
2021-05-01 14:54:52,RSRUSDT,BUY,0.09084800,614.00000000,55.7806720000 USDT,-0.0111561300 USDT,0.0000000000
2021-05-01 14:55:01,SANDUSDT,BUY,0.59821000,93.00000000,55.6335300000 USDT,-0.0111267000 USDT,0.0000000000
2021-05-01 15:05:45,ENJUSDT,BUY,2.68102000,20.00000000,53.6204000000 USDT,-0.0107240800 USDT,0.0000000000
2021-05-01 15:06:03,RENUSDT,BUY,0.95872000,58.00000000,55.6057600000 USDT,-0.0111211500 USDT,0.0000000000
2021-05-01 15:09:46,RENUSDT,BUY,0.95483000,58.00000000,55.3801400000 USDT,-0.0110760200 USDT,0.0000000000
2021-05-01 15:14:46,RENUSDT,BUY,0.95436000,58.00000000,55.3528800000 USDT,-0.0110705700 USDT,0.0000000000
2021-05-01 15:26:21,RSRUSDT,BUY,0.09061600,616.00000000,55.8194560000 USDT,-0.0111638900 USDT,0.0000000000
2021-05-01 15:27:10,TRXUSDT,BUY,0.12770000,437.00000000,55.8049000000 USDT,-0.0111609800 USDT,0.0000000000
2021-05-01 15:28:01,ENJUSDT,BUY,2.66787000,20.00000000,53.3574000000 USDT,-0.0106714800 USDT,0.0000000000
2021-05-01 16:04:16,TRXUSDT,SELL,0.12943000,367.00000000,47.5008100000 USDT,-0.0190003200 USDT,0.3894049800
2021-05-01 16:04:16,TRXUSDT,SELL,0.12942000,939.00000000,121.5253800000 USDT,-0.0486101500 USDT,0.9869350100
2021-05-01 16:17:49,SANDUSDT,SELL,0.60474000,372.00000000,224.9632800000 USDT,-0.0899853100 USDT,1.8993500000
2021-05-01 16:18:10,TRXUSDT,SELL,0.12995000,431.00000000,56.0084500000 USDT,-0.0112016900 USDT,0.0000000000
2021-05-01 16:20:19,ENJUSDT,SELL,2.74162000,80.00000000,219.3296000000 USDT,-0.0877318400 USDT,4.2368000000
2021-05-01 16:52:58,SANDUSDT,SELL,0.60321000,92.00000000,55.4953200000 USDT,-0.0221981200 USDT,0.0000000000
2021-05-01 17:00:53,ENJUSDT,SELL,2.74330000,20.00000000,54.8660000000 USDT,-0.0109732000 USDT,0.0000000000
2021-05-01 17:02:16,ENJUSDT,SELL,2.74828000,20.00000000,54.9656000000 USDT,-0.0109931200 USDT,0.0000000000
2021-05-01 17:02:17,TRXUSDT,SELL,0.13046000,429.00000000,55.9673400000 USDT,-0.0111934600 USDT,0.0000000000
2021-05-01 17:03:21,RSRUSDT,SELL,0.09270500,3040.00000000,281.8232000000 USDT,-0.1127292800 USDT,2.6627710000
2021-05-01 17:12:49,RSRUSDT,SELL,0.09317000,602.00000000,56.0883400000 USDT,-0.0112176600 USDT,0.0000000000
2021-05-01 17:15:58,BZRXUSDT,BUY,0.83130000,67.00000000,55.6971000000 USDT,-0.0111394200 USDT,0.0000000000
2021-05-01 17:29:12,BZRXUSDT,SELL,0.83780000,67.00000000,56.1326000000 USDT,-0.0224530400 USDT,0.4355000000
2021-05-01 17:29:54,SANDUSDT,SELL,0.60680000,87.00000000,52.7916000000 USDT,-0.0105583200 USDT,0.0000000000
2021-05-01 17:29:55,SANDUSDT,SELL,0.60680000,5.00000000,3.0340000000 USDT,-0.0006068000 USDT,0.0000000000
2021-05-01 17:49:20,BZRXUSDT,BUY,0.83410000,67.00000000,55.8847000000 USDT,-0.0111769400 USDT,0.0000000000
2021-05-01 17:54:36,TRXUSDT,BUY,0.12940000,129.00000000,16.6926000000 USDT,-0.0066770400 USDT,0.1037684900
2021-05-01 17:54:36,TRXUSDT,BUY,0.12942000,731.00000000,94.6060200000 USDT,-0.0378424000 USDT,0.5734014900
2021-05-01 17:59:08,ENJUSDT,BUY,2.73135000,40.00000000,109.2540000000 USDT,-0.0437016000 USDT,0.5776000000
2021-05-01 18:04:33,RSRUSDT,BUY,0.09224300,602.00000000,55.5302860000 USDT,-0.0222121100 USDT,0.5580540000
2021-05-01 18:20:28,SANDUSDT,BUY,0.60223000,184.00000000,110.8103200000 USDT,-0.0443241200 USDT,0.5106000000
2021-05-01 18:30:17,BZRXUSDT,SELL,0.84800000,67.00000000,56.8160000000 USDT,-0.0227264000 USDT,0.9313000000
2021-05-01 18:44:26,TRXUSDT,BUY,0.12987000,430.00000000,55.8441000000 USDT,-0.0111688200 USDT,0.0000000000
2021-05-01 18:46:38,RSRUSDT,SELL,0.09170400,611.00000000,56.0311440000 USDT,-0.0112062200 USDT,0.0000000000
2021-05-01 19:01:58,SANDUSDT,BUY,0.60270000,92.00000000,55.4484000000 USDT,-0.0110896800 USDT,0.0000000000
2021-05-01 19:18:09,SANDUSDT,SELL,0.60524000,92.00000000,55.6820800000 USDT,-0.0222728300 USDT,0.2336800000
2021-05-01 19:35:34,TRXUSDT,BUY,0.12966000,431.00000000,55.8834600000 USDT,-0.0111766900 USDT,0.0000000000
2021-05-01 20:04:50,BZRXUSDT,BUY,0.84260000,66.00000000,55.6116000000 USDT,-0.0111223200 USDT,0.0000000000
2021-05-01 20:12:22,SANDUSDT,BUY,0.60384000,50.00000000,30.1920000000 USDT,-0.0060384000 USDT,0.0000000000
2021-05-01 20:12:22,SANDUSDT,BUY,0.60384000,26.00000000,15.6998400000 USDT,-0.0031399600 USDT,0.0000000000
2021-05-01 20:14:23,ENJUSDT,SELL,2.73537000,20.00000000,54.7074000000 USDT,-0.0109414800 USDT,0.0000000000
2021-05-01 20:15:19,BTSUSDT,SELL,0.12348000,1066.00000000,131.6296800000 USDT,-0.0526518700 USDT,0.9932237400
2021-05-01 20:15:19,BTSUSDT,SELL,0.12356000,466.00000000,57.5789600000 USDT,-0.0230315800 USDT,0.4714659800
2021-05-01 20:15:19,BTSUSDT,SELL,0.12355000,746.00000000,92.1683000000 USDT,-0.0368673200 USDT,0.7472902700
2021-05-01 20:16:50,ENJUSDT,SELL,2.73966000,20.00000000,54.7932000000 USDT,-0.0109586400 USDT,0.0000000000
2021-05-01 20:19:18,SANDUSDT,BUY,0.60384000,16.00000000,9.6614400000 USDT,-0.0019322800 USDT,0.0000000000
2021-05-01 20:19:27,BZRXUSDT,BUY,0.83900000,66.00000000,55.3740000000 USDT,-0.0110748000 USDT,0.0000000000
2021-05-01 20:38:43,RSRUSDT,SELL,0.09254000,606.00000000,56.0792400000 USDT,-0.0112158400 USDT,0.0000000000
2021-05-01 20:44:39,SANDUSDT,SELL,0.60560000,92.00000000,55.7152000000 USDT,-0.0222860800 USDT,0.1619200000
2021-05-01 21:09:40,TRXUSDT,SELL,0.13030000,39.00000000,5.0817000000 USDT,-0.0020326700 USDT,0.0208697500
2021-05-01 21:09:40,TRXUSDT,SELL,0.13030000,635.00000000,82.7405000000 USDT,-0.0330962000 USDT,0.3398024300
2021-05-01 21:09:40,TRXUSDT,SELL,0.13029000,187.00000000,24.3642300000 USDT,-0.0097456900 USDT,0.0981978000
2021-05-01 21:09:41,RENUSDT,SELL,0.97814000,128.00000000,125.2019200000 USDT,-0.0500807600 USDT,0.9217020700
2021-05-01 21:09:41,RENUSDT,SELL,0.97752000,499.00000000,487.7824800000 USDT,-0.1951129900 USDT,3.2838179200
2021-05-01 21:12:43,SANDUSDT,BUY,0.60377000,7.00000000,4.2263900000 USDT,-0.0008452700 USDT,0.0000000000
2021-05-01 21:12:44,SANDUSDT,BUY,0.60377000,87.00000000,52.5279900000 USDT,-0.0105055900 USDT,0.0000000000
2021-05-01 21:13:41,SANDUSDT,BUY,0.60219000,94.00000000,56.6058600000 USDT,-0.0113211700 USDT,0.0000000000
2021-05-01 21:18:39,SANDUSDT,BUY,0.60071000,94.00000000,56.4667400000 USDT,-0.0112933400 USDT,0.0000000000
2021-05-01 21:19:13,SANDUSDT,BUY,0.59958000,94.00000000,56.3605200000 USDT,-0.0112721000 USDT,0.0000000000
2021-05-01 21:19:57,BZRXUSDT,BUY,0.83760000,16.00000000,13.4016000000 USDT,-0.0026803200 USDT,0.0000000000
2021-05-01 21:19:57,BZRXUSDT,BUY,0.83760000,51.00000000,42.7176000000 USDT,-0.0085435200 USDT,0.0000000000
2021-05-01 21:20:09,ENJUSDT,BUY,2.71634000,40.00000000,108.6536000000 USDT,-0.0434614400 USDT,0.8470000000
2021-05-01 21:20:25,TRXUSDT,BUY,0.12981000,438.00000000,56.8567800000 USDT,-0.0113713500 USDT,0.0000000000
2021-05-01 21:20:45,SANDUSDT,BUY,0.59912000,94.00000000,56.3172800000 USDT,-0.0112634500 USDT,0.0000000000
2021-05-01 21:22:30,BTSUSDT,BUY,0.12758000,445.00000000,56.7731000000 USDT,-0.0113546200 USDT,0.0000000000
2021-05-01 21:42:56,RENUSDT,BUY,0.97392000,58.00000000,56.4873600000 USDT,-0.0112974700 USDT,0.0000000000
2021-05-01 21:43:17,SANDUSDT,BUY,0.59824000,95.00000000,56.8328000000 USDT,-0.0113665600 USDT,0.0000000000
2021-05-01 21:43:57,RENUSDT,BUY,0.97096000,58.00000000,56.3156800000 USDT,-0.0112631300 USDT,0.0000000000
2021-05-01 21:44:11,BZRXUSDT,BUY,0.83190000,68.00000000,56.5692000000 USDT,-0.0113138400 USDT,0.0000000000
2021-05-01 21:44:44,RENUSDT,BUY,0.96814000,58.00000000,56.1521200000 USDT,-0.0112304200 USDT,0.0000000000
2021-05-01 21:45:14,TRXUSDT,BUY,0.12948000,439.00000000,56.8417200000 USDT,-0.0113683400 USDT,0.0000000000
2021-05-01 21:45:38,RENUSDT,BUY,0.96590000,58.00000000,56.0222000000 USDT,-0.0112044400 USDT,0.0000000000
2021-05-01 21:46:17,RSRUSDT,BUY,0.09069000,394.00000000,35.7318600000 USDT,-0.0142927400 USDT,0.5635313600
2021-05-01 21:46:17,RSRUSDT,BUY,0.09068200,823.00000000,74.6312860000 USDT,-0.0298525100 USDT,1.1837066300
2021-05-01 21:53:40,TRXUSDT,BUY,0.12903000,441.00000000,56.9022300000 USDT,-0.0113804400 USDT,0.0000000000
2021-05-01 21:53:53,TRXUSDT,BUY,0.12886000,441.00000000,56.8272600000 USDT,-0.0113654500 USDT,0.0000000000
2021-05-01 21:54:20,TRXUSDT,BUY,0.12869000,442.00000000,56.8809800000 USDT,-0.0113761900 USDT,0.0000000000
2021-05-01 22:00:06,RENUSDT,BUY,0.96388000,59.00000000,56.8689200000 USDT,-0.0113737800 USDT,0.0000000000
2021-05-01 22:02:47,TRXUSDT,BUY,0.12856000,442.00000000,56.8235200000 USDT,-0.0113647000 USDT,0.0000000000
2021-05-01 22:16:19,RSRUSDT,SELL,0.09077900,628.00000000,57.0092120000 USDT,-0.0228036800 USDT,0.0000000000
2021-05-01 23:11:08,ENJUSDT,SELL,2.71768000,20.00000000,54.3536000000 USDT,-0.0108707200 USDT,0.0000000000
2021-05-01 23:24:38,TRXUSDT,SELL,0.13164000,2643.00000000,347.9245200000 USDT,-0.1391698000 USDT,6.7920300000
2021-05-01 23:25:29,RENUSDT,SELL,0.98751000,182.00000000,179.7268200000 USDT,-0.0718907200 USDT,3.4518270100
2021-05-01 23:25:29,RENUSDT,SELL,0.98751000,109.00000000,107.6385900000 USDT,-0.0430554300 USDT,2.0673029800
2021-05-01 23:28:27,RSRUSDT,SELL,0.09199200,621.00000000,57.1270320000 USDT,-0.0114254000 USDT,0.0000000000
2021-05-01 23:50:34,BTSUSDT,BUY,0.12652000,449.00000000,56.8074800000 USDT,-0.0113614900 USDT,0.0000000000
2021-05-01 23:55:36,SANDUSDT,SELL,0.60457000,155.00000000,93.7083500000 USDT,-0.0374833300 USDT,0.6157395500
2021-05-01 23:55:36,SANDUSDT,SELL,0.60457000,410.00000000,247.8737000000 USDT,-0.0991494800 USDT,1.6287304400
2021-05-02 00:08:27,BZRXUSDT,BUY,0.83390000,68.00000000,56.7052000000 USDT,-0.0113410400 USDT,0.0000000000
2021-05-02 00:09:11,TRXUSDT,BUY,0.13056000,436.00000000,56.9241600000 USDT,-0.0113848300 USDT,0.0000000000
2021-05-02 00:09:14,BZRXUSDT,BUY,0.83200000,68.00000000,56.5760000000 USDT,-0.0113152000 USDT,0.0000000000
2021-05-02 00:09:25,BTSUSDT,BUY,0.12614000,450.00000000,56.7630000000 USDT,-0.0113526000 USDT,0.0000000000
2021-05-02 00:11:02,BZRXUSDT,BUY,0.83080000,68.00000000,56.4944000000 USDT,-0.0112988800 USDT,0.0000000000
2021-05-02 00:20:08,BTSUSDT,BUY,0.12463000,455.00000000,56.7066500000 USDT,-0.0113413300 USDT,0.0000000000
2021-05-02 00:25:29,BZRXUSDT,BUY,0.83060000,68.00000000,56.4808000000 USDT,-0.0112961600 USDT,0.0000000000
2021-05-02 00:31:24,SANDUSDT,BUY,0.59979000,69.00000000,41.3855100000 USDT,-0.0082771000 USDT,0.0000000000
2021-05-02 00:31:24,SANDUSDT,BUY,0.59979000,25.00000000,14.9947500000 USDT,-0.0029989500 USDT,0.0000000000
2021-05-02 00:32:41,ENJUSDT,BUY,2.69639000,20.00000000,53.9278000000 USDT,-0.0215711200 USDT,0.4258000000
2021-05-02 00:33:59,RSRUSDT,BUY,0.09056200,1249.00000000,113.1119380000 USDT,-0.0452447700 USDT,1.0243059900
2021-05-02 00:34:20,ENJUSDT,BUY,2.69040000,21.00000000,56.4984000000 USDT,-0.0112996800 USDT,0.0000000000
2021-05-02 00:37:51,SANDUSDT,BUY,0.59703000,95.00000000,56.7178500000 USDT,-0.0113435700 USDT,0.0000000000
2021-05-02 00:37:55,ENJUSDT,BUY,2.68947000,21.00000000,56.4788700000 USDT,-0.0112957700 USDT,0.0000000000
2021-05-02 00:39:21,BZRXUSDT,BUY,0.82040000,69.00000000,56.6076000000 USDT,-0.0113215200 USDT,0.0000000000
2021-05-02 00:40:09,BZRXUSDT,BUY,0.81850000,69.00000000,56.4765000000 USDT,-0.0112953000 USDT,0.0000000000
2021-05-02 01:01:10,BZRXUSDT,BUY,0.81510000,69.00000000,56.2419000000 USDT,-0.0112483800 USDT,0.0000000000
2021-05-02 01:01:48,TRXUSDT,BUY,0.12955000,439.00000000,56.8724500000 USDT,-0.0113744900 USDT,0.0000000000
2021-05-02 01:02:02,SANDUSDT,BUY,0.59470000,95.00000000,56.4965000000 USDT,-0.0112993000 USDT,0.0000000000
2021-05-02 01:05:19,ENJUSDT,BUY,2.67273000,21.00000000,56.1273300000 USDT,-0.0112254600 USDT,0.0000000000
2021-05-02 01:31:03,TRXUSDT,SELL,0.13050000,875.00000000,114.1875000000 USDT,-0.0456750000 USDT,0.3908900000
2021-05-02 01:50:37,RENUSDT,SELL,0.97870000,58.00000000,56.7646000000 USDT,-0.0113529200 USDT,0.0000000000
2021-05-02 02:01:57,RSRUSDT,SELL,0.08986800,634.00000000,56.9763120000 USDT,-0.0113952600 USDT,0.0000000000
2021-05-02 02:08:01,RENUSDT,SELL,0.98219000,58.00000000,56.9670200000 USDT,-0.0113934000 USDT,0.0000000000
2021-05-02 02:32:29,ENJUSDT,SELL,2.69908000,63.00000000,170.0420400000 USDT,-0.0680168100 USDT,0.9374400000
2021-05-02 02:51:18,RSRUSDT,SELL,0.09057800,630.00000000,57.0641400000 USDT,-0.0114128200 USDT,0.0000000000
2021-05-02 03:16:42,TRXUSDT,BUY,0.13142000,433.00000000,56.9048600000 USDT,-0.0113809700 USDT,0.0000000000
2021-05-02 03:17:48,TRXUSDT,BUY,0.13134000,433.00000000,56.8702200000 USDT,-0.0113740400 USDT,0.0000000000
2021-05-02 03:20:51,RSRUSDT,BUY,0.08945700,1264.00000000,113.0736480000 USDT,-0.0452294500 USDT,0.9668040000
2021-05-02 03:20:52,RENUSDT,BUY,0.97597000,116.00000000,113.2125200000 USDT,-0.0452850000 USDT,0.5191000000
2021-05-02 03:23:53,BTSUSDT,BUY,0.12480000,455.00000000,56.7840000000 USDT,-0.0113568000 USDT,0.0000000000
2021-05-02 03:24:16,TRXUSDT,BUY,0.13094000,434.00000000,56.8279600000 USDT,-0.0113655900 USDT,0.0000000000
2021-05-02 03:25:24,TRXUSDT,BUY,0.13081000,434.00000000,56.7715400000 USDT,-0.0113543000 USDT,0.0000000000
2021-05-02 03:26:01,SANDUSDT,BUY,0.59856000,95.00000000,56.8632000000 USDT,-0.0113726400 USDT,0.0000000000
2021-05-02 03:26:26,BTSUSDT,BUY,0.12455000,456.00000000,56.7948000000 USDT,-0.0113589600 USDT,0.0000000000
2021-05-02 03:26:31,BTSUSDT,BUY,0.12438000,457.00000000,56.8416600000 USDT,-0.0113683300 USDT,0.0000000000
2021-05-02 03:27:17,BZRXUSDT,BUY,0.81760000,69.00000000,56.4144000000 USDT,-0.0112828800 USDT,0.0000000000
2021-05-02 03:28:45,SANDUSDT,BUY,0.59728000,95.00000000,56.7416000000 USDT,-0.0113483200 USDT,0.0000000000
2021-05-02 03:31:11,BTSUSDT,BUY,0.12407000,458.00000000,56.8240600000 USDT,-0.0113648100 USDT,0.0000000000
2021-05-02 03:31:32,BTSUSDT,BUY,0.12381000,459.00000000,56.8287900000 USDT,-0.0113657500 USDT,0.0000000000
2021-05-02 03:31:41,SANDUSDT,BUY,0.59653000,95.00000000,56.6703500000 USDT,-0.0113340700 USDT,0.0000000000
2021-05-02 03:31:42,TRXUSDT,BUY,0.13034000,436.00000000,56.8282400000 USDT,-0.0113656400 USDT,0.0000000000
2021-05-02 03:31:42,BZRXUSDT,BUY,0.81370000,69.00000000,56.1453000000 USDT,-0.0112290600 USDT,0.0000000000
2021-05-02 03:31:43,SANDUSDT,BUY,0.59606000,95.00000000,56.6257000000 USDT,-0.0226502800 USDT,0.0000000000
2021-05-02 03:31:46,TRXUSDT,BUY,0.13022000,436.00000000,56.7759200000 USDT,-0.0113551800 USDT,0.0000000000
2021-05-02 03:32:04,BTSUSDT,BUY,0.12323000,461.00000000,56.8090300000 USDT,-0.0113618000 USDT,0.0000000000
2021-05-02 03:32:06,BZRXUSDT,BUY,0.81250000,69.00000000,56.0625000000 USDT,-0.0112125000 USDT,0.0000000000
2021-05-02 03:32:18,BZRXUSDT,BUY,0.81130000,70.00000000,56.7910000000 USDT,-0.0113582000 USDT,0.0000000000
2021-05-02 03:33:34,SANDUSDT,BUY,0.59433000,95.00000000,56.4613500000 USDT,-0.0112922700 USDT,0.0000000000
2021-05-02 03:34:35,SANDUSDT,BUY,0.59371000,95.00000000,56.4024500000 USDT,-0.0112804900 USDT,0.0000000000
2021-05-02 03:35:40,TRXUSDT,BUY,0.12995000,437.00000000,56.7881500000 USDT,-0.0113576300 USDT,0.0000000000
2021-05-02 03:36:25,TRXUSDT,BUY,0.12975000,438.00000000,56.8305000000 USDT,-0.0113661000 USDT,0.0000000000
2021-05-02 03:36:26,SANDUSDT,BUY,0.59314000,95.00000000,56.3483000000 USDT,-0.0112696600 USDT,0.0000000000
2021-05-02 03:36:30,BTSUSDT,BUY,0.12228000,464.00000000,56.7379200000 USDT,-0.0113475800 USDT,0.0000000000
2021-05-02 03:36:39,BTSUSDT,BUY,0.12209000,465.00000000,56.7718500000 USDT,-0.0113543700 USDT,0.0000000000
2021-05-02 03:36:42,SANDUSDT,BUY,0.59241000,96.00000000,56.8713600000 USDT,-0.0113742700 USDT,0.0000000000
2021-05-02 03:36:47,TRXUSDT,BUY,0.12961000,439.00000000,56.8987900000 USDT,-0.0113797500 USDT,0.0000000000
2021-05-02 03:36:54,BZRXUSDT,BUY,0.80870000,70.00000000,56.6090000000 USDT,-0.0113218000 USDT,0.0000000000
2021-05-02 03:36:58,TRXUSDT,BUY,0.12941000,439.00000000,56.8109900000 USDT,-0.0227243900 USDT,0.0000000000
2021-05-02 03:36:59,SANDUSDT,BUY,0.58983000,96.00000000,56.6236800000 USDT,-0.0226494700 USDT,0.0000000000
2021-05-02 03:37:00,BTSUSDT,BUY,0.12131000,468.00000000,56.7730800000 USDT,-0.0113546100 USDT,0.0000000000
2021-05-02 03:37:00,BZRXUSDT,BUY,0.80650000,30.00000000,24.1950000000 USDT,-0.0048390000 USDT,0.0000000000
2021-05-02 03:37:00,BZRXUSDT,BUY,0.80650000,13.00000000,10.4845000000 USDT,-0.0020969000 USDT,0.0000000000
2021-05-02 03:37:00,BZRXUSDT,BUY,0.80650000,27.00000000,21.7755000000 USDT,-0.0043551000 USDT,0.0000000000
2021-05-02 03:37:08,BZRXUSDT,SELL,0.78190000,746.00000000,583.2974000000 USDT,-0.2333189600 USDT,-31.0355884700
2021-05-02 03:37:29,SANDUSDT,BUY,0.58533000,95.00000000,55.6063500000 USDT,-0.0111212700 USDT,0.0000000000
2021-05-02 03:38:18,BZRXUSDT,BUY,0.78400000,71.00000000,55.6640000000 USDT,-0.0111328000 USDT,0.0000000000
2021-05-02 03:38:23,TRXUSDT,BUY,0.12919000,432.00000000,55.8100800000 USDT,-0.0111620100 USDT,0.0000000000
2021-05-02 03:38:30,TRXUSDT,BUY,0.12917000,432.00000000,55.8014400000 USDT,-0.0111602800 USDT,0.0000000000
2021-05-02 03:38:38,BTSUSDT,BUY,0.12069000,462.00000000,55.7587800000 USDT,-0.0111517500 USDT,0.0000000000
2021-05-02 03:38:43,RENUSDT,BUY,0.96177000,58.00000000,55.7826600000 USDT,-0.0111565300 USDT,0.0000000000
2021-05-02 03:39:21,TRXUSDT,BUY,0.12838000,435.00000000,55.8453000000 USDT,-0.0111690600 USDT,0.0000000000
2021-05-02 03:39:28,RENUSDT,BUY,0.95464000,58.00000000,55.3691200000 USDT,-0.0110738200 USDT,0.0000000000
2021-05-02 03:39:31,SANDUSDT,BUY,0.58631000,95.00000000,55.6994500000 USDT,-0.0111398900 USDT,0.0000000000
2021-05-02 03:39:35,TRXUSDT,BUY,0.12841000,435.00000000,55.8583500000 USDT,-0.0111716700 USDT,0.0000000000
2021-05-02 03:39:46,BZRXUSDT,BUY,0.78010000,71.00000000,55.3871000000 USDT,-0.0110774200 USDT,0.0000000000
2021-05-02 03:39:50,SANDUSDT,BUY,0.58268000,95.00000000,55.3546000000 USDT,-0.0221418400 USDT,0.0000000000
2021-05-02 03:39:55,RENUSDT,BUY,0.95058000,58.00000000,55.1336400000 USDT,-0.0110267200 USDT,0.0000000000
2021-05-02 03:42:22,RENUSDT,BUY,0.95286000,58.00000000,55.2658800000 USDT,-0.0110531700 USDT,0.0000000000
2021-05-02 03:43:19,RENUSDT,BUY,0.95026000,58.00000000,55.1150800000 USDT,-0.0110230100 USDT,0.0000000000
2021-05-02 03:43:25,RENUSDT,BUY,0.94863000,58.00000000,55.0205400000 USDT,-0.0110041000 USDT,0.0000000000
2021-05-02 03:44:07,RENUSDT,BUY,0.94686000,58.00000000,54.9178800000 USDT,-0.0109835700 USDT,0.0000000000
2021-05-02 03:45:37,TRXUSDT,BUY,0.12827000,435.00000000,55.7974500000 USDT,-0.0111594900 USDT,0.0000000000
2021-05-02 03:45:40,BZRXUSDT,BUY,0.78470000,71.00000000,55.7137000000 USDT,-0.0111427400 USDT,0.0000000000
2021-05-02 03:45:40,RENUSDT,BUY,0.94572000,59.00000000,55.7974800000 USDT,-0.0111594900 USDT,0.0000000000
2021-05-02 03:50:20,RENUSDT,BUY,0.94457000,59.00000000,55.7296300000 USDT,-0.0111459200 USDT,0.0000000000
2021-05-02 03:50:48,BTSUSDT,BUY,0.12015000,464.00000000,55.7496000000 USDT,-0.0111499200 USDT,0.0000000000
2021-05-02 03:52:43,SANDUSDT,BUY,0.58377000,95.00000000,55.4581500000 USDT,-0.0110916300 USDT,0.0000000000
